ontology	label	description	url	homepage_url	ols_url	ontology_iri	version_iri	last_loaded
ontoavida	OntoAvida: ontology for Avida digital evolution platform.	"The Ontology for Avida (OntoAvida) project aims to develop an integrated vocabulary for the description of the most widely used computational approach for performing experimental evolution using digital organisms (i.e., self-replicating computer programs that evolve within a user-defined computational environment).

The lack of a clearly defined vocabulary makes biologists feel reluctant to embrace the field of digital evolution. This unique ontology has the potential to change this picture overnight.

OntoAvida was initially developed by https://fortunalab.org, the computational biology lab at the Doñana Biological Station (a research institute of the Spanish National Research Council based at Seville, Spain). Contributors to OntoAvida are expected to include members of the Digital Evolution Laboratory (https://devolab.org/) at Michigan State University (USA).

More information can be found at https://obofoundry.org/ontology/ontoavida.html"	https://gitlab.com/fortunalab/ontoavida	https://gitlab.com/fortunalab/ontoavida	https://www.ebi.ac.uk/ols4/ontologies/ontoavida	ontoavida	http://purl.obolibrary.org/obo/ontoavida/releases/2022-03-15/ontoavida.owl	2026-03-01T05:00:07.628684632
ontoneo	Obstetric and Neonatal Ontology	The Obstetric and Neonatal Ontology is a structured controlled vocabulary to provide a representation of the data from electronic health records (EHRs) involved in the care of the pregnant woman, and of her baby.	https://ontoneo.com/	https://ontoneo.com/	https://www.ebi.ac.uk/ols4/ontologies/ontoneo	ontoneo	http://purl.obolibrary.org/obo/ontoneo/releases/2025-03-14/ontoneo.owl	2026-03-01T05:00:07.864350303
oostt	Ontology of Organizational Structures of Trauma centers and Trauma Systems	The Ontology of Organizational Structures of Trauma centers and Trauma systems (OOSTT) is a representation of the components of trauma centers and trauma systems coded in Web Ontology Language (OWL2).	https://github.com/OOSTT/OOSTT	https://github.com/OOSTT/OOSTT	https://www.ebi.ac.uk/ols4/ontologies/oostt	oostt	http://purl.obolibrary.org/obo/oostt/release/2025-08-28/oostt.owl	2026-03-01T05:00:08.283185988
opl	Ontology for Parasite Lifecycle	The Ontology for Parasite Lifecycle (OPL) models the life cycle stage details of various parasites, including Trypanosoma sp., Leishmania major, and Plasmodium sp., etc. In addition to life cycle stages, the ontology also models necessary contextual details, such as host information, vector information, and anatomical location. OPL is based on the Basic Formal Ontology (BFO) and follows the rules set by the OBO Foundry consortium.	https://github.com/OPL-ontology/OPL	https://github.com/OPL-ontology/OPL	https://www.ebi.ac.uk/ols4/ontologies/opl	opl	http://purl.obolibrary.org/obo/opl/2023-08-28/opl.owl	2026-03-01T05:00:08.529649176
opmi	OPMI: Ontology of Precision Medicine and Investigation	OPMI is a biomedical ontology in the area of precision medicine and its related investigations. It is community-driven and developed by following the OBO Foundry ontology development principles.	https://github.com/OPMI/opmi	https://github.com/OPMI/opmi	https://www.ebi.ac.uk/ols4/ontologies/opmi	opmi		2026-03-01T05:00:09.000000011
ordo	Orphanet Rare Disease Ontology	The Orphanet Rare Disease ontology (ORDO) is jointly developed by Orphanet and the EBI to provide a structured vocabulary for rare diseases capturing relationships between diseases, genes and other relevant features which will form a useful resource for the computational analysis of rare diseases. It derived from the Orphanet database (www.orpha.net ) , a multilingual database dedicated to rare diseases populated from literature and validated by international experts. It integrates a nosology (classification of rare diseases), relationships (gene-disease relations, epiemological data) and connections with other terminologies (MeSH, UMLS, MedDRA),databases (OMIM, UniProtKB, HGNC, ensembl, Reactome, IUPHAR, Geantlas) or classifications (ICD10).	https://www.ebi.ac.uk/ols4/ontologies/ordo		https://www.ebi.ac.uk/ols4/ontologies/ordo	ordo	https://www.orphadata.com/data/ontologies/ordo/last_version/ORDO_en_4.7.owl	2026-03-01T05:18:04.398678648
ornaseq	Ontology for RNA sequencing (ORNASEQ)	An application ontology designed to annotate next-generation sequencing experiments performed on RNA.	http://kim.bio.upenn.edu/software/ornaseq.shtml	http://kim.bio.upenn.edu/software/ornaseq.shtml	https://www.ebi.ac.uk/ols4/ontologies/ornaseq	ornaseq	http://purl.obolibrary.org/obo/ornaseq/2019-07-08/ornaseq.owl	2026-03-01T05:00:09.540194061
orth	Orthology Ontology	The need of a common ontology for describing orthology information in biological research communities has led to the creation of the Orthology Ontology (ORTH). ORTH ontology is designed to describe sequence homology data available in multiple orthology databases on the Web (e.g.: OMA, OrthoDB, HieranoiDB, and etc.). By sequence homology data, we mostly mean gene region, gene and protein centric orthology, paralogy, and xenology information. Depending on the database, the homology information is structured in different ways. ORTH ontology accommodates these disparate data structures namely Hierarchical Orthologous Group (HOG), cluster of homologous sequences and homologous-pairwise relations between sequences. In addition to the specific ORTH terms, this specification includes terms of the imported ontologies (e.g. Semanticscience Integrated Ontology, SIO) which are pertinents to represent the information from various orthology databases in a homogeneous way.	http://purl.org/net/orth	http://purl.org/net/orth	https://www.ebi.ac.uk/ols4/ontologies/orth	orth	http://purl.org/net/orth/2.0	2026-03-01T05:23:37.831357528
ovae	OVAE: Ontology of Vaccine Adverse Events	OVAE is a biomedical ontology in the area of vaccine adverse events. OVAE is an extension of the community-based Ontology of Adverse Events (OAE).	http://www.violinet.org/ovae/	http://www.violinet.org/ovae/	https://www.ebi.ac.uk/ols4/ontologies/ovae	ovae		2026-03-01T05:00:09.888424126
owl	The OWL 2 Schema vocabulary (OWL 2)		https://www.ebi.ac.uk/ols4/ontologies/owl		https://www.ebi.ac.uk/ols4/ontologies/owl	owl	http://www.w3.org/2002/07/owl	2026-03-01T05:17:01.956342500
pato	PATO - the Phenotype And Trait Ontology	An ontology of phenotypic qualities (properties, attributes or characteristics).	https://github.com/pato-ontology/pato/	https://github.com/pato-ontology/pato/	https://www.ebi.ac.uk/ols4/ontologies/pato	pato	http://purl.obolibrary.org/obo/pato/releases/2025-05-14/pato.owl	2026-03-01T05:00:11.575386068
pbpko	Physiologically-Based Pharmacokinetic Ontology	An ontology for modeling and understanding of pharmacokinetics in biological systems.	https://github.com/InSilicoVida-Research-Lab/pbpko	https://github.com/InSilicoVida-Research-Lab/pbpko	https://www.ebi.ac.uk/ols4/ontologies/pbpko	pbpko	http://purl.obolibrary.org/obo/pbpko/releases/1.3.0/pbpko.owl	2026-03-01T05:00:14.535921178
pcl	Provisional Cell Ontology	Cell types that are provisionally defined by experimental techniques such as single cell transcriptomics rather than a straightforward & coherent set of properties.	https://github.com/obophenotype/provisional_cell_ontology	https://github.com/obophenotype/provisional_cell_ontology	https://www.ebi.ac.uk/ols4/ontologies/pcl	pcl	http://purl.obolibrary.org/obo/pcl/releases/2025-07-07/pcl.owl	2026-03-01T05:00:24.166208065
pco	Population and Community Ontology	The Population and Community Ontology (PCO) describes material entities, qualities, and processes related to collections of interacting organisms such as populations and communities. It is taxon neutral, and can be used for any species, including humans. The classes in the PCO are useful for describing evolutionary processes, organismal interactions, and ecological experiments. Practical applications of the PCO include community health care, plant pathology, behavioral studies, sociology, and ecology.	https://github.com/PopulationAndCommunityOntology/pco	https://github.com/PopulationAndCommunityOntology/pco	https://www.ebi.ac.uk/ols4/ontologies/pco	pco	http://purl.obolibrary.org/obo/pco/releases/2021-05-03/pco.owl	2026-03-01T05:00:35.566910411
pdro	The Prescription of Drugs Ontology	An ontology to describe entities related to prescription of drugs	https://github.com/OpenLHS/PDRO	https://github.com/OpenLHS/PDRO	https://www.ebi.ac.uk/ols4/ontologies/pdro	pdro	http://purl.obolibrary.org/obo/pdro/2021-06-08/pdro.owl	2026-03-01T05:00:35.678647947
pdumdv	Platynereis Developmental Stages	Life cycle stages for Platynereis dumerilii	https://github.com/obophenotype/developmental-stage-ontologies/wiki/PdumDv	https://github.com/obophenotype/developmental-stage-ontologies/wiki/PdumDv	https://www.ebi.ac.uk/ols4/ontologies/pdumdv	pdumdv		2026-03-01T05:09:22.837537895
peco	Plant Experimental Conditions Ontology	A structured, controlled vocabulary which describes the treatments, growing conditions, and/or study types used in plant biology experiments.	http://planteome.org/	http://planteome.org/	https://www.ebi.ac.uk/ols4/ontologies/peco	peco	http://purl.obolibrary.org/obo/peco/releases/2025-12-02/peco.owl	2026-03-01T05:00:36.225565485
phi	PHI-base Ontology	Pathogen-Host Interaction database Ontology used by Ensembl	https://www.ebi.ac.uk/ols4/ontologies/phi		https://www.ebi.ac.uk/ols4/ontologies/phi	phi	http://purl.obolibrary.org/obo/PHI/releases/2017-11-06/PHI.owl	2026-03-01T05:17:03.138085571
phipo	Pathogen Host Interactions Phenotype Ontology	Ontology of species-neutral phenotypes observed in pathogen-host interactions.	https://github.com/PHI-base/phipo	https://github.com/PHI-base/phipo	https://www.ebi.ac.uk/ols4/ontologies/phipo	phipo	http://purl.obolibrary.org/obo/phipo/releases/2026-01-26/phipo.owl	2026-03-01T05:00:38.789089102
plana	Planarian Anatomy Ontology (PLANA)	PLANA, the PLANarian Anatomy Ontology, encompasses the anatomy of developmental stages and adult biotypes of Schmidtea mediterranea.	https://github.com/obophenotype/planaria-ontology	https://github.com/obophenotype/planaria-ontology	https://www.ebi.ac.uk/ols4/ontologies/plana	plana	http://purl.obolibrary.org/obo/plana/releases/2023-03-13	2026-03-01T05:00:42.354486187
planp	Planarian Phenotype Ontology (PLANP)	Planarian Phenotype Ontology is an ontology of phenotypes observed in the planarian Schmidtea mediterranea.	https://github.com/obophenotype/planarian-phenotype-ontology	https://github.com/obophenotype/planarian-phenotype-ontology	https://www.ebi.ac.uk/ols4/ontologies/planp	planp	http://purl.obolibrary.org/obo/planp/releases/2020-03-28/planp.owl	2026-03-01T05:00:43.216344337
po	Plant Ontology	The Plant Ontology is a structured vocabulary and database resource that links plant anatomy, morphology and growth and development to plant genomics data.	http://browser.planteome.org/amigo	http://browser.planteome.org/amigo	https://www.ebi.ac.uk/ols4/ontologies/po	po	http://purl.obolibrary.org/obo/po/releases/2026-01-09/po.owl	2026-03-01T05:00:45.012565796
poro	Porifera (sponge) ontology	An ontology describing the anatomical structures and characteristics of Porifera (sponges)	https://github.com/obophenotype/porifera-ontology	https://github.com/obophenotype/porifera-ontology	https://www.ebi.ac.uk/ols4/ontologies/poro	poro	http://purl.obolibrary.org/obo/poro/releases/2016-10-06/poro.owl	2026-03-01T05:00:45.761413396
ppo	Plant Phenology Ontology	An ontology for describing the phenology of individual plants and populations of plants, and for integrating plant phenological data across sources and scales.	https://github.com/PlantPhenoOntology/PPO	https://github.com/PlantPhenoOntology/PPO	https://www.ebi.ac.uk/ols4/ontologies/ppo	ppo	http://purl.obolibrary.org/obo/ppo/releases/2025-06-16/ppo.owl	2026-03-01T05:00:45.997256975
pr	PRotein Ontology (PRO)	An ontological representation of protein-related entities	http://proconsortium.org	http://proconsortium.org	https://www.ebi.ac.uk/ols4/ontologies/pr	pr	http://purl.obolibrary.org/obo/pr/72.0/pr.owl	2026-03-01T05:02:09.782611738
prefer	PREFER Ontology	An ontology for PREcision FERmentation.	https://github.com/Multiomics-Analytics-Group/prefer_ontology	https://github.com/Multiomics-Analytics-Group/prefer_ontology	https://www.ebi.ac.uk/ols4/ontologies/prefer	prefer	http://purl.obolibrary.org/obo/prefer/releases/2026-01-08/prefer.owl	2026-03-01T05:28:00.458388258
pride	Proteomics Identification Database Ontology	Proteomics Identification Database Ontology, terms describing proteomics data and experimental metadata	https://github.com/PRIDE-Utilities/pride-ontology	https://github.com/PRIDE-Utilities/pride-ontology	https://www.ebi.ac.uk/ols4/ontologies/pride	pride	http://purl.obolibrary.org/obo/pride/releases/2026-02-23/pride.owl	2026-03-01T05:22:37.155501729
probonto	Probability Distribution Ontology	ProbOnto, is an ontology-based knowledge base of probability distributions, featuring more than eighty uni- and multivariate distributions with their defining functions, characteristics, relationships and reparameterisation formulas.	http://probonto.org	http://probonto.org	https://www.ebi.ac.uk/ols4/ontologies/probonto	probonto		2026-03-01T05:22:15.739143160
proco	PROCO: PROcess Chemistry Ontology	PROCO (PROcess Chemistry Ontology) is a formal ontology that aims to standardly represent entities and relations among entities in the domain of process chemistry.	https://github.com/proco-ontology/PROCO	https://github.com/proco-ontology/PROCO	https://www.ebi.ac.uk/ols4/ontologies/proco	proco	http://purl.obolibrary.org/obo/proco/releases/2022-04-11/proco.owl	2026-03-01T05:04:08.013177009
prov	Provenance Ontology (PROV-O)		https://www.w3.org/TR/prov-o/	https://www.w3.org/TR/prov-o/	https://www.ebi.ac.uk/ols4/ontologies/prov	prov		2026-03-01T05:23:37.755683411
psdo	Performance Summary Display Ontology	"Performance Summary Display Ontology (PSDO) is an application ontology about motivating information in performance summaries and the visual and textual entities that are used to communicate about performance. Motivating information includes performance comparisons and changes that motivate improvement or sustainment, such as improvement towards a goal, loss of high performer status, or the presence of a performance gap. Visual and textual entities include charts, tables, and graphs that display performance information. PSDO's domain focus is healthcare organizations that use clinical quality dashboards and feedback interventions for healthcare professionals and teams. Performance information is commonly about the quality of care and health outcomes that have been derived from clinical data using performance measures (aka metrics, process indicators, quality measures, etc). PSDO uses Basic Formal Ontology as its upper level ontology. This work is supported by the NIH, National Library of Medicine (1K01LM012528-01, 1R01LM013894-01).

Landis-Lewis Z, Stansbury C, Rincón J, Gross C. Performance Summary Display Ontology: Feedback intervention content, delivery, and interpreted information. International Conference on Biomedical Ontology 2022 (ICBO 2022). https://icbo-conference.github.io/icbo2022/papers/ICBO-2022_paper_2172.pdf"	https://github.com/Display-Lab/psdo	https://github.com/Display-Lab/psdo	https://www.ebi.ac.uk/ols4/ontologies/psdo	psdo	http://purl.obolibrary.org/obo/2022-02-23/psdo.owl	2026-03-01T05:04:08.327141065
pso	Plant Stress Ontology	The Plant Stress Ontology describes biotic and abiotic stresses that a plant may encounter.	https://github.com/Planteome/plant-stress-ontology	https://github.com/Planteome/plant-stress-ontology	https://www.ebi.ac.uk/ols4/ontologies/pso	pso	http://purl.obolibrary.org/obo/pso/releases/2026-01-08/pso.owl	2026-03-01T05:04:09.056843428
pw	Pathway ontology	A controlled vocabulary for annotating gene products to pathways.	http://rgd.mcw.edu/rgdweb/ontology/search.html	http://rgd.mcw.edu/rgdweb/ontology/search.html	https://www.ebi.ac.uk/ols4/ontologies/pw	pw	http://purl.obolibrary.org/obo/pw/7.97/pw.owl	2026-03-01T05:04:10.210201510
rbo	Radiation Biology Ontology	RBO is an ontology for the effects of radiation on biota in terrestrial and space environments.	https://github.com/Radiobiology-Informatics-Consortium/RBO	https://github.com/Radiobiology-Informatics-Consortium/RBO	https://www.ebi.ac.uk/ols4/ontologies/rbo	rbo	http://purl.obolibrary.org/obo/rbo/releases/2026-01-15/rbo.owl	2026-03-01T05:04:12.399070476
rdfs	The RDF Schema vocabulary (RDFS)		https://www.ebi.ac.uk/ols4/ontologies/rdfs		https://www.ebi.ac.uk/ols4/ontologies/rdfs	rdfs		2026-03-01T05:17:01.658687138
reproduceme	REPRODUCE-ME Ontology	The REPRODUCE-ME ontology is an extension of the PROV-O and the P-Plan ontology to describe a complete path of a scientific experiment. It expresses the REPRODUCE-ME Data Model using the OWL2 Web Ontology Language (OWL2). It provides a set of classes and properties to represent a scientific experiment including its computational and non-computational steps to track the provenance of results. It describes a complete path of a scientific experiment considering the use-case of biological imaging and microscopy experiments, computational experiments, including Jupyter notebooks and scripts. It describes an experiment and its data, agents, activities, plans, steps, variables, instruments, materials, and settings required for its reproducibility.	https://w3id.org/reproduceme/research	https://w3id.org/reproduceme/research	https://www.ebi.ac.uk/ols4/ontologies/reproduceme	reproduceme		2026-03-01T05:23:37.631872387
reto	Regulation of Transcription Ontology	Regulation of Transcription	http://www.semantic-systems-biology.org/apo	http://www.semantic-systems-biology.org/apo	https://www.ebi.ac.uk/ols4/ontologies/reto	reto		2026-03-01T05:21:04.138654809
rexo	Regulation of Gene Expression Ontology	Regulation of Gene Expression	http://www.semantic-systems-biology.org/apo	http://www.semantic-systems-biology.org/apo	https://www.ebi.ac.uk/ols4/ontologies/rexo	rexo		2026-03-01T05:20:32.315068779
ro	Relation Ontology	Relationship types shared across multiple ontologies	https://oborel.github.io/	https://oborel.github.io/	https://www.ebi.ac.uk/ols4/ontologies/ro	ro	http://purl.obolibrary.org/obo/ro/releases/2025-12-17/ro.owl	2026-03-01T05:04:15.481762965
ror	Research Organization Registry	"ROR (Research Organization Registry) is a global, community-led registry
of open persistent identifiers for research organizations. ROR is jointly
operated by California Digital Library, Crossref, and Datacite."	https://ror.org	https://ror.org	https://www.ebi.ac.uk/ols4/ontologies/ror	ror	https://w3id.org/biopragmatics/resources/ror/2.0/ror.ofn	2026-03-01T05:27:29.048697614
rs	Rat Strain Ontology	Ontology of rat strains	http://rgd.mcw.edu/rgdweb/search/strains.html	http://rgd.mcw.edu/rgdweb/search/strains.html	https://www.ebi.ac.uk/ols4/ontologies/rs	rs	http://purl.obolibrary.org/obo/rs/6.270/rs.owl	2026-03-01T05:04:15.939130994
rxno	RXNO	RXNO is the name reaction ontology. It contains more than 500 classes representing organic reactions such as the Diels–Alder cyclization.	https://github.com/rsc-ontologies/rxno	https://github.com/rsc-ontologies/rxno	https://www.ebi.ac.uk/ols4/ontologies/rxno	rxno	http://purl.obolibrary.org/obo/rxno/releases/2021-12-16/rxno.owl	2026-03-01T05:04:16.739967834
sbo	Systems Biology Ontology	Terms commonly used in Systems Biology, and in particular in computational modeling.	http://www.ebi.ac.uk/sbo/	http://www.ebi.ac.uk/sbo/	https://www.ebi.ac.uk/ols4/ontologies/sbo	sbo		2026-03-01T05:09:11.918623100
scdo	Sickle Cell Disease Ontology	An ontology for the standardization of terminology and integration of knowledge about Sickle Cell Disease.	https://scdontology.h3abionet.org/	https://scdontology.h3abionet.org/	https://www.ebi.ac.uk/ols4/ontologies/scdo	scdo	http://purl.obolibrary.org/obo/scdo/releases/2021-04-15/scdo.owl	2026-03-01T05:09:12.229073269
schemaorg_http	schemaorg_http		https://www.ebi.ac.uk/ols4/ontologies/schemaorg_http		https://www.ebi.ac.uk/ols4/ontologies/schemaorg_http	schemaorg_http		2026-03-01T05:17:02.386152693
schemaorg_https	schemaorg_https		https://www.ebi.ac.uk/ols4/ontologies/schemaorg_https		https://www.ebi.ac.uk/ols4/ontologies/schemaorg_https	schemaorg_https		2026-03-01T05:17:02.807208202
semapv	Semantic Mapping Vocabulary	The Semantic Mapping Vocabulary (SEMAPV) captures concepts and relations related to semantic matching, including types of matching (e.g. lexical, manually curated), preprocessing methods and specialised mapping relations.	https://mapping-commons.github.io/semantic-mapping-vocabulary/	https://mapping-commons.github.io/semantic-mapping-vocabulary/	https://www.ebi.ac.uk/ols4/ontologies/semapv	semapv	http://w3id.org/semapv/vocab/releases/2025-01-06/semapv.owl	2026-03-01T05:11:06.875184190
sepio	Ontology for Scientific Evidence and Provenance Information	An ontology for representing the provenance of scientific claims and the evidence that supports them.	https://github.com/monarch-initiative/SEPIO-ontology	https://github.com/monarch-initiative/SEPIO-ontology	https://www.ebi.ac.uk/ols4/ontologies/sepio	sepio	http://purl.obolibrary.org/obo/sepio/releases/2023-06-13/sepio.owl	2026-03-01T05:04:16.969228992
shareloc	ShareLoc	ShareLoc defines terms to annotate data sets from single molecule localization microscopy, including but not limited to: imaging technique, biological structures or molecules of interest, cell types, experimental condition, labeling method, fixation protocol, etc.	https://www.ebi.ac.uk/ols4/ontologies/shareloc		https://www.ebi.ac.uk/ols4/ontologies/shareloc	shareloc		2026-03-01T05:25:59.150133357
sibo	Social Insect Behavior Ontology	Social Behavior in insects	https://github.com/obophenotype/sibo	https://github.com/obophenotype/sibo	https://www.ebi.ac.uk/ols4/ontologies/sibo	sibo		2026-03-01T05:09:13.562142855
sio	Semanticscience Integrated Ontology	The Semanticscience Integrated Ontology (SIO) provides a simple, integrated ontology of types and relations for rich description of objects, processes and their attributes.	https://github.com/micheldumontier/semanticscience	https://github.com/micheldumontier/semanticscience	https://www.ebi.ac.uk/ols4/ontologies/sio	sio	http://semanticscience.org/ontology/sio/v1.59/sio-release.owl	2026-03-01T05:23:16.446918137
skos	skos		https://www.ebi.ac.uk/ols4/ontologies/skos		https://www.ebi.ac.uk/ols4/ontologies/skos	skos		2026-03-01T05:17:02.032651034
slm	SwissLipids	SwissLipids is a curated resource that provides information about known lipids, including lipid structure, metabolism, interactions, and subcellular and tissue localization. Information is curated from peer-reviewed literature and referenced using established ontologies, and provided with full provenance and evidence codes for curated assertions.	https://www.ebi.ac.uk/ols4/ontologies/slm		https://www.ebi.ac.uk/ols4/ontologies/slm	slm		2026-03-01T05:12:36.226707337
slso	Space Life Sciences Ontology	The Space Life Sciences Ontology is an application ontology and is intended to support the operation of NASA's Life Sciences Data Archive and other systems that contain space life science research data.	https://github.com/nasa/LSDAO	https://github.com/nasa/LSDAO	https://www.ebi.ac.uk/ols4/ontologies/slso	slso	http://purl.obolibrary.org/obo/slso/releases/2025-12-11/slso.owl	2026-03-01T05:04:17.425174326
snomed	SNOMED CT (International Edition)	SNOMED CT or SNOMED Clinical Terms is a systematically organized computer processable collection of medical terms providing codes, terms, synonyms and definitions used in clinical documentation and reporting.	https://www.ebi.ac.uk/ols4/ontologies/snomed		https://www.ebi.ac.uk/ols4/ontologies/snomed	snomed	http://snomed.info/sct/900000000000207008/version/20251017	2026-03-01T05:24:14.775719138
so	Sequence types and features ontology	A structured controlled vocabulary for sequence annotation, for the exchange of annotation data and for the description of sequence objects in databases.	http://www.sequenceontology.org/	http://www.sequenceontology.org/	https://www.ebi.ac.uk/ols4/ontologies/so	so	http://purl.obolibrary.org/obo/so/2024-11-18/so.owl	2026-03-01T05:04:18.443158351
spd	Spider Ontology	An ontology for spider comparative biology including anatomical parts (e.g. leg, claw), behavior (e.g. courtship, combing) and products (i.g. silk, web, borrow).	http://research.amnh.org/atol/files/	http://research.amnh.org/atol/files/	https://www.ebi.ac.uk/ols4/ontologies/spd	spd		2026-03-01T05:04:19.092515803
srao	FAIRsharing Subject Ontology (SRAO)	The FAIRsharing Subject Ontology (SRAO) is an application ontology for the categorization of research disciplines across all research domains, from the humanities to the natural sciences. It utilizes multiple external vocabularies.	https://github.com/FAIRsharing/subject-ontology	https://github.com/FAIRsharing/subject-ontology	https://www.ebi.ac.uk/ols4/ontologies/srao	srao	http://www.fairsharing.org/ontology/subject/SRAO/releases/2025-06-01/SRAO.owl	2026-03-01T05:23:21.017975436
stato	STATO: the statistical methods ontology	STATO is the statistical methods ontology. It contains concepts and properties related to statistical methods, probability distributions and other concepts related to statistical analysis, including relationships to study designs and plots.	http://stato-ontology.org/	http://stato-ontology.org/	https://www.ebi.ac.uk/ols4/ontologies/stato	stato	http://purl.obolibrary.org/obo/stato/releases/2025-02-23/stato.owl	2026-03-01T05:04:19.367483481
swo	Software ontology	The Software Ontology (SWO) is a resource for describing software tools, their types, tasks, versions, provenance and associated data. It contains detailed information on licensing and formats as well as software applications themselves, mainly (but not limited) to the bioinformatics community.	https://github.com/allysonlister/swo	https://github.com/allysonlister/swo	https://www.ebi.ac.uk/ols4/ontologies/swo	swo	http://www.ebi.ac.uk/swo/swo/releases/2023-03-05/swo.owl	2026-03-01T05:04:19.777468815
symp	Symptom Ontology	The Symptom Ontology has been developed as a standardized ontology for symptoms of human diseases.	https://github.com/DiseaseOntology/SymptomOntology	https://github.com/DiseaseOntology/SymptomOntology	https://www.ebi.ac.uk/ols4/ontologies/symp	symp	http://purl.obolibrary.org/obo/symp/releases/2024-05-17/symp.owl	2026-03-01T05:04:20.234437148
t4fs	terms4FAIRskills	A terminology for the skills necessary to make data FAIR and to keep it FAIR.	https://github.com/terms4fairskills/FAIRterminology	https://github.com/terms4fairskills/FAIRterminology	https://www.ebi.ac.uk/ols4/ontologies/t4fs	t4fs	http://purl.obolibrary.org/obo/t4fs/releases/2025-02-09/t4fs.owl	2026-03-01T05:04:20.438180524
tads	Tick Anatomy Ontology	The anatomy of the Tick, <i>Families: Ixodidae, Argassidae</i>	https://www.vectorbase.org/ontology-browser	https://www.vectorbase.org/ontology-browser	https://www.ebi.ac.uk/ols4/ontologies/tads	tads	http://purl.obolibrary.org/obo/tads/2015-08-20/tads.owl	2026-03-01T05:10:07.029308678
tao	Teleost Anatomy Ontology	Multispecies fish anatomy ontology. Originally seeded from ZFA, but intended to cover terms relevant to other taxa	http://wiki.phenoscape.org/wiki/Teleost_Anatomy_Ontology	http://wiki.phenoscape.org/wiki/Teleost_Anatomy_Ontology	https://www.ebi.ac.uk/ols4/ontologies/tao	tao	http://purl.obolibrary.org/obo/tao/2012-08-10/tao.owl	2026-03-01T05:10:21.258762032
taxrank	Taxonomic rank vocabulary	A vocabulary of taxonomic ranks (species, family, phylum, etc)	https://github.com/phenoscape/taxrank	https://github.com/phenoscape/taxrank	https://www.ebi.ac.uk/ols4/ontologies/taxrank	taxrank	http://purl.obolibrary.org/obo/taxrank/releases/2025-09-24/taxrank.owl	2026-03-01T05:04:20.572574828
teddy	Terminology for Description of Dynamics	TEDDY is an ontology for dynamical behaviours, observable dynamical phenomena, and control elements of bio-models and biological systems in Systems and Synthetic Biology.	https://www.ebi.ac.uk/ols4/ontologies/teddy		https://www.ebi.ac.uk/ols4/ontologies/teddy	teddy	http://identifiers.org/combine.specifications/teddy.rel-2014-04-24	2026-03-01T05:18:10.808098813
tgma	Mosquito gross anatomy ontology	A structured controlled vocabulary of the anatomy of mosquitoes.	https://www.vectorbase.org/ontology-browser	https://www.vectorbase.org/ontology-browser	https://www.ebi.ac.uk/ols4/ontologies/tgma	tgma	http://purl.obolibrary.org/obo/tgma/releases/2013-06-03/tgma.owl	2026-03-01T05:10:07.566461751
to	Plant Trait Ontology	A controlled vocabulary to describe phenotypic traits in plants.	http://browser.planteome.org/amigo	http://browser.planteome.org/amigo	https://www.ebi.ac.uk/ols4/ontologies/to	to	http://purl.obolibrary.org/obo/to/releases/2026-01-14/to.owl	2026-03-01T05:04:21.361591088
trans	Pathogen Transmission Ontology	The Pathogen Transmission Ontology describes the tranmission methods of human disease pathogens describing how a pathogen is transmitted from one host, reservoir, or source to another host. The pathogen transmission may occur either directly or indirectly and may involve animate vectors or inanimate vehicles.	https://github.com/DiseaseOntology/PathogenTransmissionOntology	https://github.com/DiseaseOntology/PathogenTransmissionOntology	https://www.ebi.ac.uk/ols4/ontologies/trans	trans	http://purl.obolibrary.org/obo/trans/releases/2022-10-10/trans.owl	2026-03-01T05:04:22.738879394
tto	Teleost taxonomy ontology	An ontology covering the taxonomy of teleosts (bony fish)	https://github.com/phenoscape/teleost-taxonomy-ontology	https://github.com/phenoscape/teleost-taxonomy-ontology	https://www.ebi.ac.uk/ols4/ontologies/tto	tto		2026-03-01T05:04:27.058414475
txpo	TOXic Process Ontology (TXPO)	"Elucidating the mechanism of toxicity is crucial in drug safety evaluations. TOXic Process Ontology (TXPO) systematizes a wide variety of terms involving toxicity courses and processes. The first version of TXPO focuses on liver toxicity.

The TXPO contains an is-a hierarchy that is organized into three layers: the top layer contains general terms, mostly derived from the Basic Formal Ontology. The intermediate layer contains biomedical terms in OBO foundry from UBERON, Cell Ontology, NCBI Taxon, ChEBI, Gene Ontology, PATO, OGG, INOH, HINO, NCIT, DOID and Relational ontology (RO). The lower layer contains toxicological terms.

In applied work, we have developed a prototype of TOXPILOT, a TOXic Process InterpretabLe knOwledge sysTem. TOXPILOT provides visualization maps of the toxic course, which facilitates capturing the comprehensive picture for understanding toxicity mechanisms. A prototype of TOXPILOT is available: https://toxpilot.nibiohn.go.jp"	https://toxpilot.nibiohn.go.jp/	https://toxpilot.nibiohn.go.jp/	https://www.ebi.ac.uk/ols4/ontologies/txpo	txpo	http://purl.obolibrary.org/obo/txpo/releases/2022-12-07/txpo.owl	2026-03-01T05:04:34.976551439
uberon	Uber-anatomy ontology	Uberon is an integrated cross-species anatomy ontology representing a variety of entities classified according to traditional anatomical criteria such as structure, function and developmental lineage. The ontology includes comprehensive relationships to taxon-specific anatomical ontologies, allowing integration of functional, phenotype and expression data.	http://uberon.org	http://uberon.org	https://www.ebi.ac.uk/ols4/ontologies/uberon	uberon	http://purl.obolibrary.org/obo/uberon/releases/2025-12-04/uberon.owl	2026-03-01T05:04:42.283606696
